登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
086法登他000011,1,2,巨克安,8,0860203,0860325,0860325,1冊30頁,,0,范揚昌,財團法人台灣省桃園縣中壢慈惠堂,0540610,桃園縣中壢市慈惠二街九號,弘揚道教教義，樹立正信，改善社會不良風氣興辦慈善公益事業。,捐助,桃園縣政府五十四年六月十日桃府民行字第二八一三六號准許設立,永久,217709.00,1,0860325,0860411,0860411,,,,,,,,,,,,,,,
086法登他000012,1,2,巨克安,11,0860214,0860304,0860304,1冊41頁,,0,蘇志民,財團法人台灣省桃園縣私立治平高級中學,0550819,桃園縣楊梅鎮埔心中興路一三七號,發展教育，培育青年。,捐助,台灣省政府教育廳五十四年八月廿四日,無限期,198795020.00,1,0860304,0860319,0860319,,,,,,,,,,,,,,,
086法登他000013,1,2,巨克安,94,0860305,0860321,0860322,3冊25頁,,0,謝文郁,財團法人山葉機車崇學基金會,0790117,中壢市中華路二段三號,贊助提供國內教育界人士國外進修或考察充實教育界學術交流之各種活動設施,捐助,教育部七十八年十二月廿一日台78社字第六三三九八號函准。,永久,30000000.00,1,0860321,0860414,0860414,,,,,,,,,,,,,,,
086法登他000014,1,2,巨克安,83,0860312,0860313,0860313,3冊3頁,,0,蕭金榮,財團法人圓光文教基金會,0770107,中壢市聖德路一段八八八巷十一號,興辦社會教育，文化慈善、公益事業。,捐助,中華民國七十七年一月七日（７７）高字第００６８７號,永久,2000000.00,1,0860313,0860409,0860409,,,,,,,,,,,,,,,
086法登他000015,1,2,巨克安,85,0860321,0860408,0860408,3冊7頁,,0,邱淑容,財團法人福祿貝爾文教基金會,0780202,桃園市復興路一一０號十五樓,以推展兒童讀書風氣廣泛吸收新知識，開啟兒童潛在能力、協助訓練兒童表達能力，提昇本縣兒童教育水準。,捐助,桃園縣政府７７．１１，２２府教新字第一七五七三九號函。,永久,1000000.00,1,0860408,0860422,0860422,,,,,,,,,,,,,,,
086法登他000016,1,2,巨克安,41,0860326,0860408,0860408,2冊5頁,,0,孫道亨,財團法人私立龍華工商專科學校,0581008,桃園縣龜山鄉萬壽路一段三００號,為響應政府獎勵私人興學與配合當前教育政策培養工商業專門技術人才，並為發展與供應私立龍華工商專科學校所需之一切設備及經費,創辦人捐助,教育部五十八年四月十八日台（五八）專七三八八號令,"永久  　",548649902.00,1,0860408,0860426,0860426,,,,,,,,,,,,,,,
086法登他000017,1,2,巨克安,40,0860327,0860331,0860331,2冊1頁,1,0,謝東明,財團法人私立南亞工商專科學校,0581016,桃園縣中壢市中山東路三段四一四號,創辦私立南亞工商專科學校以配合國家經濟建設，培養工業技藝人才為目的,由捐助人捐助,教育部五十八年十月二日台（五八）專字第二０三六三號許可設立,永久,791914601.00,1,0860331,0860410,0860410,,,,,,,,,,,,,,,
086法登他000018,1,2,巨克安,130,0860402,0860502,0860503,4冊9頁,,0,林愛珠,財團法人桃園縣私立護國宮愛心基金會,0831004,桃園市國際路一段四０一巷一二三號,"老人福利、兒童福利、殘障福利、低收入照顧、貧困病患之醫療及急難救助  老弱無依之救助、公益活動之辦理及擴廣、接受主管機關指導辦理事項",由陳俊男、莊美霞、周松益、林素秋、邱創明、詹秀鳳、鄭龍德、楊瑞濱、何宗杰捐助,桃園縣政府社會科八十三年一月二十八日,永久,3500000.00,1,0860502,0860515,0860515,,,,,,,,,,,,,,,
086法登他000019,1,2,巨克安,62,0860409,0860410,0860410,2冊91頁,,0,謝森中,財團法人中大學術基金會,0720207,桃園縣中壢市五權里三鄰三十八號,為發展學術及獎勵優秀學生。,捐助,教育部中華民國七十一年十一月十八日台七一高字第四三五三二號,永久,103268880.00,1,0860410,0860422,0860422,,,,,,,,,,,,,,,
086法登他000020,1,2,巨克安,57,0860415,0860819,0860819,2冊71頁,,0,方雨庵,財團法人台灣省桃園縣私立方曙工業家事職業學校,0701221,桃園縣龍潭鄉中原路一段五十號,創立私立方曙工業家事職業學校並謀其發展。,捐助,台灣省政府教育廳五十六年八月三日教三字第六二八三號函准設立,永久,61207326.00,1,0860819,0860827,0860827,,,,,,,,,,,,,,,
086法登他000021,1,2,巨克安,144,0860415,0860501,0860501,4冊38頁,,0,曾信雄,財團法人楊梅鎮國民中小學文教基金會,0840206,桃園縣楊梅鎮校前路一號,協助學校改善環境發展校務獎勵教師研究進修促進學生敦品勵學。,捐助,桃園縣政府八十三年十二月十六日八三府教社字第二五三四八四號,永久,2000000.00,1,0860501,0860529,0860529,,,,,,,,,,,,,,,
086法登他000022,1,2,巨克安,109,0860415,0860516,0860516,3冊55頁,,0,劉國昭,財團法人台灣電子檢驗中心,0720203,桃園縣龜山鄉樂善村文明路廿九巷八號,以提供有關電子檢驗與發證之服務，發展品管與檢驗技術，提高產品品質，促進電子工業之進步與繁榮，並謀其公益為宗旨,由政府及國內外公私立機關團體或個人之捐贈,經濟部中華民國七十一年九月十八日經（七一）工字第００九九一號函,無限期,1200000.00,1,0860516,0860605,0860605,劉國昭,苗栗市中正路七一五號,,,,,,,,,,,,,
086法登他000023,1,2,巨克安,21,0860421,0860513,0860512,1冊80頁,1,0,姜仁曈,財團法人台灣省桃園縣私立清華高級工業家事職業學校,0620502,桃園縣新屋鄉中華路六五八號　,創辦私立清華高工商職業學校並謀其發展。,捐助,台灣省政府教育廳六十一年五月六日教三字第三四三八號函許可設立,永久,108108530.00,1,0860513,0860523,0860523,,,,,,,,,,,,,,,
086法登他000024,1,2,巨克安,23,0860421,0860430,0860430,1冊90頁,,0,易本琛,財團法人台灣省桃園縣私立啟英高級工業家事職業學校,0840518,桃園縣中壢市水尾里中園路四四七號,創辦私立啟英高級工業家事職業學校並謀其發展,捐助,台灣省教育廳六十年八月廿三日教三字第０八三七九號,無限期,91467705.00,1,0860430,0860513,0860513,,,,,,,,,,,,,,,
086法登他000025,1,2,巨克安,19,0860423,0860506,0860506,1冊73頁,,0,劉奕彩,財團法人台灣省桃園縣私立新生高級醫事職業學校,0620517,桃園縣平鎮市福林里一一五號,創辦私立新生高級醫事職業學校，以培養醫事技術人才並謀其健全與發展。,捐助,台灣省政府教育廳六十二年五月十七日教三字第０七五八三號函許可設立,永久,183152335.00,1,0860506,0860513,0860513,,,,,,,,,,,,,,,
086法登他000026,2,2,巨克安,161,0860423,0860509,0860509,4冊72頁,,0,徐文豪,社團法人桃園縣啟智協會,0841101,桃園市大業路一段十九巷三號,"一、維護智障者權益                                                  二、爭取政府、社會大眾對智障者之重視關懷                            三、辦理各項福利措施，扶助智障者自立更生",會費、捐款、政府補助等,桃園縣政府七十九年六月廿四日桃社社政字第九０七號,永續,1000000.00,1,0860509,0860618,0860618,,,,,,,,,,,,,,,
086法登他000027,1,2,巨克安,51,0860430,0860513,0860513,2冊47頁,2,0,張顯道,財團法人台灣省桃園縣私立至善高級工商職業學校,0740206,桃園縣大溪鎮康莊路六四五號,以創辦私立至善高級工商職業學校並求教育發展為目的,捐助,台灣省政府教育廳六十二年六月七日許可設立,無限期,166247194.00,1,0860513,0860523,0860523,,,,,,,,,,,,,,,
086法登他000028,1,2,巨克安,95,0860430,0860513,0860513,3冊27頁,,0,蕭金榮,財團法人圓光佛學研究所,0790307,桃園縣中壢市聖德路一段八八八巷十一號,為發揚中華文化研究中國佛學培育高級佛教學術研究人才為目的。,捐助,教育部七十八年七月六日(78)高字第三二七五九號函。,永久,10000000.00,1,0860513,0860523,0860523,,,,,,,,,,,,,,,
086法登他000029,1,2,巨克安,152,0860430,0860516,0860516,4冊54頁,,0,謝在鴻,財團法人桃園縣平鎮市國民中小學文教基金會,0840619,桃園縣平鎮市廣平街一號(復旦國小),協助本市國中小學改善環境、發展校務、獎勵教師研究進修、促進學生敦品勵學,由本市學校校友、家長、公司行號及熱心教育人士捐助,桃園縣政府八十四年四月二十一日八四府教社字第０八一０九三號,永久,2040000.00,1,0860516,0860626,0860626,,,,,,,,,,,,,,,
086法登他000030,1,2,巨克安,14,0860509,0860516,0860516,1冊53頁,,0,常忠恕,財團法人台灣省桃園縣私立成功高級工商職業學校,0620503,桃園縣龜山鄉中興村卅九鄰下山脚廿三號,創辦私立成功高級工商職業學校並謀其發展,捐助,台灣省政府教育廳六十二年五月三日教三字第三二四三九號許可設立,永久,331736382.00,1,0860516,0860525,0860525,,,,,,,,,,,,,,,
086法登他000031,1,2,巨克安,82,0860516,0860527,0860527,3冊1頁,,0,保健臣,財團法人台灣省桃園縣龍岡清真寺,0610901,中壢市龍東路二一六號,宣揚回教道德，敦睦信徒，樹立團結互助精神。、,捐助,桃園縣政府六十一年八月一日桃府民行字第五八六七０號函可設立,永久,286950.00,1,0860527,0860610,0860610,,,,,,,,,,,,,,,
086法登他000032,1,2,巨克安,30,0860522,0861229,0861229,1冊121頁,,0,黃東榮,財團法人台灣省桃園縣私立光啟高級中學,0600821,桃園縣龜山鄉龍壽村自由街四十號,為遵照國家教育政策及現行教育法令規定，創辦桃園縣私立光啟高級中學並謀其發展為其目的。,捐助,台灣省政府教育廳中華民國六十年八月廿一日教二字第六四一八二號函,永久,353361563.00,1,0861229,0870108,0870108,,,,,,,,,,,,,,,
086法登他000033,1,2,巨克安,139,0860522,0860804,0860804,4冊28頁,,0,李文益,財團法人成功高級工商職業學校文教基金會,0840124,桃園縣龜山鄉中興村四十三鄰二十三號,以獎勵師生進修，促進學校發展。,由本校校友、家長、公司行號及熱心教育人士捐助。,桃園縣政府八十三年十二月八日府教社字第二三四八四０號,永久,2177000.00,1,0860804,0860816,0860816,,,,,,,,,,,,,,,
086法登他000034,1,2,巨克安,129,0860523,0860613,0860613,4冊7頁,,0,陳福添,財團法人台灣省立桃園高級中學文教基金會,0830204,桃園市成功路三段卅八號,改善環境發展校務，奬勵教師研究進修，促進學生敦品勵學。,捐助,桃園縣政府八十二年十二月十五日八二府教社字第二三０六二三號函,永久,3074313.00,1,0860613,0860630,0860630,,,,,,,,,,,,,,,
086法登他000035,1,2,巨克安,121,0860528,0860602,0860602,3冊81頁,,0,江阿錦,財團法人台灣省桃園縣大崙崇德宮,0610111,中壢市中正路四段廿六巷卅六號,宣揚佛道教，興辦社會救濟慈善公益事業。,捐助,桃園縣政府民國六十一年一月六日桃府民行字第一一二四七０號,永久,584570.00,1,0860602,0860613,0860613,,,,,,,,,,,,,,,
086法登他000036,1,2,巨克安,47,0860617,0860707,0860707,2冊31頁,,0,沈雅蓮,財團法人台灣省桃園縣桃園市天主教沙爾德赫聖保祿修女會,0530507,桃園市建新街一二三號,興辦醫療業務設立聖保祿醫院暨社會福利及慈善事業並培養本財團法人之初學修女及贍養年邁退休之修女或因病不能工作之本會修女。,捐助,中華民五十三年五月七日桃府民行字第二二七六五號,永久,54798160.00,1,0860707,0860729,0860729,,,,,,,,,,,,,,,
086法登他000037,1,2,巨克安,156,0860623,0861024,0861024,4冊62頁,,0,張田聰,財團法人新屋鄉文教基金會,0840731,桃園縣新屋鄉中興路一一一號,協助新屋鄉各級學校改善環境、發展校務、獎勵教師研究進修、獎助學生以促進敦品勵學為目的。,捐助,桃園縣政府中華民國八十四年七月十日八四府教社字第一三九一六０號,永久,2450000.00,1,0861024,0870525,0870525,,,,,,,,,,,,,,,
086法登他000038,1,2,巨克安,154,0860715,0860729,0860729,4冊58頁,,0,黃國桂,財團法人桃園縣大溪鎮國民中小學文教基金會,0840706,桃園縣大溪鎮登龍路十九號,發展校務、獎勵教師研究進修、促進學生敦品勵學,大溪鎮公所補助、上級政府補助、各校家長會捐助,桃園縣政府八十四年四月二十八日八四府教社字第０八七四一三號,永久,2008223.00,1,0860729,0860816,0860816,,,,,,,,,,,,,,,
086法登他000039,1,2,巨克安,22,0860715,0860820,0860820,1冊83頁,,0,張李參,財團法人台灣省桃園縣私立大興高級工商職業學校,0650528,桃園縣大園鄉大興路六十二號,創辦私立大興高級工商職業學校業謀求發展,捐助,台灣省政府教育廳六十一年八月四日教三字第八一二三號函,無限期,373176877.00,1,0860820,0860911,0860911,,,,,,,,,,,,,,,
086法登他000040,1,2,巨克安,146,0860724,0870410,0870410,4冊42頁,,0,鄭明枝,財團法人桃園市國民中小學文教基金會,0840222,桃園市莒光街十五號,協助桃園市學校改善環境、發展校務、獎勵教師研究進修、促進學生敦品勵學為目的。,捐助,桃園縣政府八十四年一月二十日八四府教社字第０一四四六一號函,永久,6060000.00,1,0870331,0871023,0871023,,,,,,,,,,,,,,,
086法登他000042,1,2,巨克安,17,0860801,0860827,0860827,1冊65頁,,0,呂漳財,財團法人台灣省桃園縣桃園蓮華寺,0620403,桃園市慈文路四一０號,宣揚佛教道德敦睦信徒親善增進互助精神與舉辦公益慈善事業為宗旨。,捐助,桃園縣政府六十二年三月卅一日桃府民行字第一七七八九號,永久,2415368.00,1,0860827,0860913,0860913,,,,,,,,,,,,,,,
086法登他000043,1,2,巨克安,81,0860815,0860821,0860821,2冊167頁,,0,萬良心,財團法人台灣省桃園縣基督恩典宣教團楊梅大台北世外桃源基督教,0761020,桃園縣楊梅鎮裕成路一三二號,宣揚基督恩典福音，辦理社會公益、慈善、教育事業。,捐助,桃園縣政府七十六年九月七日（七六）府民禮字第一三三０九四號函許可設立,永久,390000.00,1,0860821,0860911,0860911,,,,,,,,,,,,,,,
086法登他000044,1,2,巨克安,4,0860828,0860912,0860912,1冊13頁,,0,宗成志,財團法人台灣省桃園縣私立六和高級工業職業學校,0621213,桃園縣中壢市環北路四八０號,創辦私立六和高級工業職業學校並謀其發展為目的,捐助,台灣省政府教育廳六十二年十二月十三日教三字第七六０三三號,永久,433567098.00,1,0860912,0861007,0861007,,,,,,,,,,,,,,,
086法登他000045,1,2,巨克安,113,0860905,0860915,0860915,3冊65頁,,0,華瞻樸,財團法人台灣省桃園縣大溪鎮員樹林基督教會,0801028,桃園縣大溪鎮三元二街二巷一弄九十號,奉行耶穌基督博愛救人之精神，遵照聖經眞理揚福音，設定教會，並辦理社會公益事業。,捐助,桃園縣政府八十年九月十六日八十府民禮字一六四七五六號函准許設立。,永久,5029200.00,1,0860915,0861009,0861009,,,,,,,,,,,,,,,
086法登他000046,1,2,巨克安,19,0860905,0860922,0860922,1冊73頁,,0,劉奕彩,財團法人台灣省桃園縣私立新生高級醫事職業學校,0620517,桃園縣平鎮市福林里一一五號,創辦私立新生高級醫事職業學校，以培養醫事技術人才並謀其健全與發展。,捐助,台灣省政府教育廳六十二年五月十七日教三字第０七五八三號函許可設立,永久,195808455.00,1,0860922,0861007,0861007,,,,,,,,,,,,,,,
086法登他000047,1,2,巨克安,12,0860912,0861007,0861007,1冊45頁,,0,簡文一,財團法人台灣省桃園縣耶蘇教會堂,0640911,桃園縣龍潭鄉東龍路二二０號,圖謀基督教健全之發展而幫助耶蘇教會堂之傳道並玫力管理所有財產,捐助,桃園縣政府六十四年九月十一日,永久,543600.00,1,0861007,0861029,0861029,,,,,,,,,,,,,,,
086法登他000048,1,2,巨克安,123,0860919,0861028,0861028,3冊85頁,,0,林源德,財團法人台灣省立桃園高級農工職業學校崇學文教基金會,0820729,桃園市成功路二段一四四號,奬助學生敦品力學，急難及清寒救助，奬勵教職員工研究發展，改善教學環境,捐助,桃園縣政府八十二年五月廿六日八二府教社字第八０八五八號,永久,5799000.00,1,0861028,0861110,0861110,,,,,,,,,,,,,,,
086法登他000049,1,2,巨克安,133,0860922,0861121,0861121,4冊16頁,,0,林騰鳳,財團法人八德市國民中小學文教基金會,0830714,八德市自強街六十號大勇國民小學,協助學校改善環境發展校務奬勵教師研究進修，促進學生敦品勵學。,捐助,桃園縣政府八十三年六月四日八三府教社字第一０二０二九號函准設立。,永久,2100000.00,1,0861121,0870321,0870321,,,,,,,,,,,,,,,
086法登他000050,1,2,巨克安,131,0861002,0861008,0861008,4冊12頁,,0,陳生全,財團法人新桃園文教基金會,0830311,桃園市成功路一段四十一巷七號十一號,推動社會善良風氣，促進全民團結，建立和諧安祥社會。,捐助,桃園縣政府八十三年一月二十二日（８３）府教社字第一０三二一號函,永久,2000000.00,1,0861008,0861029,0861029,,,,,,,,,,,,,,,
086法登他000051,1,2,巨克安,29,0861007,0861018,0861020,1冊109頁,2,9,朱仁才,財團法人台灣省桃園縣私立永平高級工商職業學校,0000000,桃園縣楊梅鎮埔心永平路四八０號,本財團以舉辦私立永平高級工商職業學校並謀其發展為目的,創辦人出資捐助,台灣省政府教育廳中華民國六十年八月十二日核准立案,無限期,206506069.00,1,0861020,0861030,0861030,,,,,,,,,,,,,,,
086法登他000052,1,2,巨克安,16,0861014,0861021,0861021,1冊61頁,1,0,魏照金,財團法人台灣省桃園縣私立新興高級工商職業學校,0620515,桃園縣八德鄉茄苳村永豐路五六三號,創辦私立新興高級工商職業學校並謀其發展。,捐助。,台灣省政府教育廳六十二年五月十五日六二教三字第０七五七四號許可證書。,無限期。,681011911.00,1,0861021,0861103,0861103,,,,,,,,,,,,,,,
086法登他000053,1,2,巨克安,118,0861014,0861021,0861021,3冊75頁,,0,吳傳興,財團法人台灣基督長老教會桃園教會,0811126,桃園市博愛路一四五號五樓之二,為永久存立之宣教團體、本耶穌救世之精神傳揚基督教義，辦理社會公益慈善事業,捐助,桃園縣政府八十一年十一月四日八一府民禮字第二０二四八二號函,永久,1364143.00,1,0861021,0870205,0870205,,,,,,,,,,,,,,,
086法登他000054,1,2,巨克安,120,0861016,0861110,0861110,3冊79頁,,0,周天固,財團法人台灣省桃園縣私立泉僑高級中學,0560610,桃園縣龍潭鄉十一份中山路一號,以辦理私立泉僑中學為國家培養優秀人才為目的。,捐助,台灣省政府教育廳民國五十三年八月一日教二字第四三０三號,永久,81202297.00,1,0861110,0861124,0861124,,,,,,,,,,,,,,,
086法登他000055,1,2,巨克安,22,0861016,0861020,0861020,1冊83頁,,0,張李參,財團法人台灣省桃園縣私立大興高級工商職業學校,0650528,桃園縣大園鄉大興路六十二號,創辦私立大興高級工商職業學校業謀求發展,捐助,台灣省政府教育廳六十一年八月四日教三字第八一二三號函,無限期,377270951.00,1,0861020,0861029,0861029,,,,,,,,,,,,,,,
086法登他000056,1,2,巨克安,6,0861017,0861117,0861117,1冊21頁,,0,王紹堉,財團法人台灣省桃園縣私立復旦高級中學,0491216,桃園縣平鎮市復旦路二段一二二號,辦理高級中學及附設高級進修補校並謀其健全發展,捐助,台灣省教育廳四十九年十二月十二日,永久,198261145.00,1,0861117,0861211,0861211,,,,,,,,,,,,,,,
086法登他000057,1,2,巨克安,15,0861017,0861111,0861111,1冊57頁,,0,莊垂錦,財團法人台灣省桃園縣莊和睦嘗,0650223,桃園縣中壢市義民路二十二號,以敦親睦鄰樹立團結互助精神及興辦育英事業。,捐助,桃園縣政府五十四年十月十六日桃府民行字第四六五三五號,永久,41670830.00,1,0861111,0861125,0861125,,,,,,,,,,,,,,,
086法登他000058,1,2,巨克安,84,0861020,0861022,0861022,3冊5頁,,0,"陳  璧",財團法人警察學術研究基金會,0770513,桃園縣龜山鄉大崗村樹人路五十六號中央警官學校,促進警察學術交流，提振警察學術研究風氣。,捐助,教育部中華民國七十七年四月六日台(七七)高字第一四一０三號函許可,永久,10000000.00,1,0861022,0861122,0861122,,,,,,,,,,,,,,,
086法登他000059,1,2,巨克安,50,0861024,0861111,0861111,2冊43頁,,0,李春融,財團法人台灣省桃園縣仁德宮,0680313,桃園縣龜山鄉龜山村十四鄰中和南路七十號,為宣揚道教道德，敦睦信徒友誼，樹立團結互助精神，興辦社會慈善公益事業。,捐助,桃園縣政府六十八年一月八日六八府民造字第一四一三八一號函准許設立。,永久,48908500.00,1,0861111,0861202,0861202,,,,,,,,,,,,,,,
086法登他000060,1,2,蕭忠仁,14,0861105,0861114,0861114,1冊53頁,,0,常忠恕,財團法人台灣省桃園縣私立成功高級工商職業學校,0620503,桃園縣龜山鄉中興村卅九鄰下山脚廿三號,創辦私立成功高級工商職業學校並謀其發展,捐助,台灣省政府教育廳六十二年五月三日教三字第三二四三九號許可設立,永久,342603516.00,1,0861114,0861122,0861122,,,,,,,,,,,,,,,
086法登他000061,1,2,蕭忠仁,11,0861105,0861117,0861117,1冊41頁,,0,蘇志民,財團法人台灣省桃園縣私立治平高級中學,0550819,桃園縣楊梅鎮埔心中興路一三七號,發展教育，培育青年。,捐助,台灣省政府教育廳五十四年八月廿四日,無限期,206204774.00,1,0861117,0861202,0861202,,,,,,,,,,,,,,,
086法登他000062,1,2,蕭忠仁,13,0861105,0861110,0861110,1冊49頁,,0,劉獻堂,財團法人台灣省桃園縣私立振聲高級中學,0551004,桃園縣桃園市復興路四三九號,遵照國家教育暨現行教育法令之規定，辦理高級中學，兼辦職業科、附設國民中學部，暨附設高級進修補習學校並謀其健全發展。,捐助,台灣省政府教育廳五十四年七月二十八日教二字第四四六五三號函核定,無限期,615396459.00,1,0861110,0861122,0861122,,,,,,,,,,,,,,,
086法登他000063,1,2,蕭忠仁,51,0861106,0861114,0861114,2冊47頁,2,0,張顯道,財團法人台灣省桃園縣私立至善高級工商職業學校,0740206,桃園縣大溪鎮康莊路六四五號,以創辦私立至善高級工商職業學校並求教育發展為目的,捐助,台灣省政府教育廳六十二年六月七日許可設立,無限期,175973340.00,1,0861114,0861122,0861122,,,,,,,,,,,,,,,
086法登他000064,1,2,蕭忠仁,23,0861110,0861117,0861117,1冊90頁,,0,錢咸洲,財團法人台灣省桃園縣私立啟英高級工業家事職業學校,0840518,桃園縣中壢市水尾里中園路四四七號,創辦私立啟英高級工業家事職業學校並謀其發展,捐助,台灣省教育廳六十年八月廿三日教三字第０八三七九號,無限期,106612443.00,1,0861117,0861202,0861202,,,,,,,,,,,,,,,
086法登他000065,1,2,蕭忠仁,39,0861113,0861204,0861204,1冊139頁,1,0,曹霞秋,財團法人私立萬能工商專科學校,0610327,桃園縣中壢市水尾里六三之一號,以創辦私立萬能工商專科學校並謀其發展為目的。,捐助。,中華民國六十年十月十三日台（六十）專二三七二八號函,永久。,1265760767.00,1,0861204,0861218,0861218,,,,,,,,,,,,,,,
086法登他000066,1,2,蕭忠仁,21,0861115,0861125,0861125,1冊80頁,1,0,姜仁曈,財團法人台灣省桃園縣私立清華高級工業家事職業學校,0620502,桃園縣新屋鄉中華路六五八號　,創辦私立清華高工商職業學校並謀其發展。,捐助,台灣省政府教育廳六十一年五月六日教三字第三四三八號函許可設立,永久,118946374.00,1,0861125,0861205,0861205,,,,,,,,,,,,,,,
086法登他000067,1,2,蕭忠仁,26,0861118,0861125,0861125,1冊101頁,,0,蘇星輝,財團法人台灣省桃園縣私立育達高級商業職業學校,0650727,桃園縣平鎮市復旦里育達路一六０號,遵照國家教育政策暨現行教育法令之規定辦理台灣省桃園縣私立育達高級商業職業學校並謀其健全發展。,創辦人王廣亞捐助與財團事業及財產所生之利益。,台灣省政府教育廳六十五年六月二十九日教三字第三四三八四號函許可成立。,永久。,398386290.00,1,0861125,0861218,0861218,,,,,,,,,,,,,,,
