登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
090法登他000011,1,2,謝怜聰,136,0900129,0900129,0900130,7冊44頁,2,9,"賴  緞",財團法人台灣省新竹縣私立新力高級工業家事職業學校,0620425,新竹縣竹東鎮東峰路三四三號,以創辦台灣省新竹縣私立新力高級工業家事職業學校並謀發展,捐助,六十二年四月二日台灣省政府教育廳,"永  久",101076923.00,1,0900129,0900202,0900202,,,,,,,,,,,,,,,
090法登他000012,1,2,謝怜聰,133,0900129,0890105,0871217,7冊41頁,1,10,許淑貞,財團法人台灣省新竹縣私立仰德高級工業商業職業學校,0611213,新竹縣新豐鄉員山村一三三號,遵照國家教育政策暨現行教育法令之規定辦理高級工業商業職業學校並謀其健全發展,捐助,台灣省教育廳六十一年十一月十六日教三字第八三二五三號,"永 久",181019243.00,1,0900129,0921224,,,,,,,,,,,,章程變更:捐助章程第八條修訂,,,,
090法登他000013,1,2,謝怜聰,370,0900205,0900205,0900206,12冊44頁,1,1,陳國慈,財團法人台積電文教基金會,0870525,新竹科學工業園區園區三路一二一號,以贊助各項獎學金、講座、文藝活動、提昇人文精神為宗旨。,由台灣積體電路製造股份有限公司捐助,教育部87.04.20台社四字第八七０三九四五三號,永久,174780000.00,1,0900205,0900208,0900208,,,,,,,,,,,"章程變更：捐助章程第一、二、四、七、九、十、十一、十二、十三、
十四、十五條修訂。",,,,
090法登他000014,1,2,謝怜聰,273,0900214,0900214,0900215,10冊47頁,1,0,朱坤塗,財團法人坤泰文教基金會,0821124,新竹市西大路六三０號,本會以興辦並贊助教育文化公益等事業為宗旨,朱坤塗先生等捐助,八十二年十一月十七日教育部核准設立核准字號台82社字第零陸肆零陸柒號,永久,40114608.00,1,0900214,0900219,0900219,,,,,,,,,,,,,,,
090法登他000015,1,2,謝怜聰,394,0900221,0900221,0900222,13冊18頁,1,1,董事長,財團法人清華網路文教基金會,0880721,新竹市光復路二段一０一號國立清華大學研發大樓,以推廣健康且精緻之華文網路文化為宗旨。,由黃一農等發起人捐助之。,新竹市政府。八十八年五月二十日。,永久,2000000.00,1,0900221,0900226,0900226,,,,,,,,,,,,,,,
090法登他000016,1,2,謝怜聰,277,0900226,0900226,0900227,11冊1頁,2,4,林金嬋,財團法人新竹市立光武國民中學教育發展基金會,0830203,新竹市光復路一段五一二號,協助政府推展教育建設。舉辦全校性或接受政府委託辦理各項教育活動、獎勵各種教育文化体育活動獎勵清寒績優學生。,各界熱心人士樂捐,八十三年一月十一日新竹市政府。八三府教社字第七０五八四號,永久,2000000.00,1,0900226,0900302,0900302,,,,,,,,,,,,,,,
090法登他000017,1,2,謝怜聰,92,0900226,0900226,0900227,6冊8頁,1,10,陳建中,財團法人大華技術學院,0560620,新竹縣芎林鄉水坑村二０之一號,為遵照國家教育政策，暨現行教育法令之規定，辦理大華技術學院，並謀其健全發展。,由創辦人章宗鈺捐贈新台幣柒佰萬元正,五十八年七月十五日教育部,永久,1273494300.00,1,0900226,0900305,0900305,,,,,,,,,,,,,,,
090法登他000019,1,2,謝怜聰,207,0900305,0900306,0900306,9冊34頁,2,4,董事長,財團法人新竹關帝廟文教獎學基金會,0780307,新竹市關帝里南門街一０九之一號,為維護中華文化，發揚文武聖賢精神,由原「新竹武聖廟文教獎學基金會」暨新竹武聖廟移撥,七十八年二月二十五日新竹市政府,"永  久",20000000.00,1,0900305,0900308,0900308,,,,,,,,,,,,,,,
090法登他000020,1,2,謝怜聰,217,0900309,0900309,0900312,9冊41頁,2,5,楊祥興,財團法人中華大學,0790109,新竹市東香里六鄰東香三十號,響應政府鼓勵私人投資興學之既定政策配合國家建設人力需求及地區之需要增加國民就學機會協助政府培育工業專門學術人才。,由林政則等捐助,七十七年三月十五日教育部,永久,2493160831.00,1,0900309,0900315,0900315,,,,,,,,,,,,,,,
090法登他000021,1,2,謝怜聰,129,0900309,0900309,0900312,7冊37頁,2,9,董事長,財團法人台灣省新竹縣私立忠信高級工商職業學校,0610828,新竹縣新豐鄉員山村忠信街一七八號,"為遵照國家教育政策暨現行教育之規定辦理新竹縣私立忠信高級工商職業學校,並謀其健全發展",捐助,六十一年八月八日台灣省政府教育廳,永久,258351399.00,1,0900309,0900327,0900327,,,,,,,,,,,,,,,
090法登他000022,1,2,謝怜聰,76,0870514,0870514,0870515,8冊42頁,2,12,蘇鄭瓊璜,財團法人北部台灣基督長老教會新竹中會,0541007,新竹市光復路二段五二三號,為圖謀基督教健全之發展，而幫助台灣基督長老教會新竹中會之傳道事工，並致力管理本會所屬資產,信徒捐助,五十四年十月四日　　台灣省政府民政局,永　　　九,2000000.00,1,0900514,0921224,,,,,,,,,,,,,,,,
090法登他000023,1,2,謝怜聰,147,0900320,0900320,0900321,8冊5頁,2,9,翁政義,財團法人工業技術研究院,0620907,新竹縣竹東鎮中興路四段一九五號,"承辦理化學、電子、材 料、礦業、金屬冶鍊、機械等之研究發展與服務事項以配合國家加速發展工業技術。",政府捐助,六十二年一月三十一日經濟部,永久,467966613.00,1,0900320,0921224,,,,,,,,,,,,,,,,
090法登他000024,1,2,謝怜聰,189,0900320,0900320,0900321,9冊14頁,2,2,蔡金元,財團法人台灣省新竹濟陽柯蔡宗祠,0750901,新竹市牛埔東路二七０號,本財團以配合政府政策，倡導復興中華文化及為發揚敦親睦族，互助合作精神，紀念先賢宏揚祖德，興建宗祠，促進宗親與社會間交誼活動間交誼活動辦理社會公益福利慈善事業為目的。,由董監事等捐助,七十五年四月八日新竹市政府,"永  久",24328389.00,1,0900320,0921224,,,,,,,,,,,,,,,,
090法登他000025,1,2,謝怜聰,48,0900320,0900320,0900321,6冊14頁,1,12,陳建中,財團法人臺灣省新竹市私立光復高級中學,0500110,新竹市光復路二段一五三號,"創辦臺灣省新竹市私立光復高級中學,並謀其發展為目的。",由李仲英捐助及其他有志者捐獻。,五十年一月十五日臺灣省政府教育廳,"永  久",767828712.00,1,0900320,0921224,,,,,,,,,,,,,,,,
090法登他000026,1,2,謝怜聰,136,0900323,0900323,0900326,7冊44頁,2,9,"賴  緞",財團法人台灣省新竹縣私立新力高級工業家事職業學校,0620425,新竹縣竹東鎮東峰路三四三號,以創辦台灣省新竹縣私立新力高級工業家事職業學校並謀發展,捐助,六十二年四月二日台灣省政府教育廳,"永  久",243139102.00,1,0900323,0900327,0900327,,,,,,,,,,,,,,,
090法登他000027,1,2,謝怜聰,369,0900323,0900323,0900326,12冊43頁,2,2,顏啟麟,財團法人李蔡配藝術教育基金會,0870420,新竹市南大路五二一號,推動、協助或獎勵學校有關藝術教育活動，並促進校內外藝術教育為宗旨。,由李蔡配女士捐助,新竹市政府八七年三月四日府教社字第一四一八五號,永久,3610000.00,1,0900323,0921224,,,,,,,,,,,,,,,,
090法登他000028,2,2,謝怜聰,336,0900323,0900323,0900326,12冊10頁,2,3,呂忠乾,社團法人新竹市自閉症協進會,0850806,新竹市東明街二三三巷十五號,本會為根據人民團體法設立之社會團體，非以營利為目的。以協助自閉症患者經由醫療教育及復健以增進其社會化人際關係及語言發展。,會員會費等,新竹市政府八十五年七月廿六日八五府社行字第五三六七七號,永久,50000.00,1,0900323,0921224,,,,,,,,,,,,章程變更：捐助章程第四條、第二十一條修訂,,,,
090法登他000029,1,2,謝怜聰,388,0900327,0900327,0900328,13冊12頁,1,1,張碧澐,財團法人玫霖健康休閒文教基金會,0880512,新竹市光復路一段二五七號,以推動國人健康休閒及文化教育活動為宗旨。,捐助人捐助,教育部八十八年三月二十五日,"永  久",10000000.00,1,0900327,0900329,0900329,,,,,,,,,,,"章程變更：捐助章程第一條、第二條、第四條、第五條、第九條、第
十一條、第十二條、第十三條、第十四條、第十六條修訂。",,,,
090法登他000030,1,2,謝怜聰,77,0900330,0900330,0900402,12冊46頁,2,11,官金菊,財團法人元培科學技術學院,0541016,新竹市元培街三０六號,"為遵照國家教育政策暨現行教育法令之規定，辦理元培科學技術學院,並謀求其健全發展。",蔡炳坤先生等人捐助,五十四年十月一日教育部,永久,599256139.00,1,0900330,0900403,0900403,,,,,,,,,,,章程變更：捐助章程業經本院八十八年法字第十四號裁定變更。,,,,
090法登他000032,1,2,謝怜聰,265,0900417,0900417,0900418,10冊39頁,1,3,楊文先,財團法人新竹市建功國民小學教育發展基金會,0820705,新竹市建功一路一０四巷二二號,提升學校教育品質，充分運用社會資源，改善學校環境，充實教學設備，推動教育研究，發展教育建設為宗旨,家長、地方人士自由捐助,八十二年五月十九日新竹市政府,永久,2300000.00,1,0900417,0900420,0900420,,,,,,,,,,,,,,,
090法登他000033,1,2,謝怜聰,303,0900418,0900418,0900418,11冊27頁,2,3,吳秀真,財團法人新竹市立育賢國民中學教育發展基金會,0840117,新竹市南大路五六九號,匯集社會資源挹助學校經費，充實學校設備，改善學校環境,校友、地方人士、學生家長自由捐助,新竹市政府八十三年十一月一日八三府教社字第九一二四一號,永久,2030000.00,1,0900418,0900423,0900423,,,,,,,,,,,"二、章程變更：捐助章程第三條、第四條、第五條、第六條、第七條
                第九條、第十條、第十二條、第十三條、第十四條、第
                十五條、第二十一條、第二十二條修訂。",,,,
090法登他000034,1,2,謝怜聰,188,0900425,0900425,0900426,9冊13頁,1,2,詹宣勇,財團法人新竹市私立忠義仁風基金會,0740808,新竹市民富街一六一號,協助政府推行社會福利政策辦理急難、貧困濟助，獎助家庭清寒優秀學生，表彰社會人士之善行義舉等。,由熱心社會公益人士及團體捐贈,七十四年七月十六日新竹市政府,永久,6830000.00,1,0900425,0900427,0900427,,,,,,,,,,,章程變更:捐助章程第十七、十八、二十一條修訂,,,,
090法登他000035,1,2,謝怜聰,16,0900502,0900502,0900503,2冊26頁,2,6,董事長,財團法人飛鳳山關聖學田,0420103,設新竹縣芎林鄉新鳳村十鄰燥坑十九號聖帝廟內,舉辦育英並文化事業以培養人材振興學術為宗旨,由寺廟聖帝廟及前財團法人廣聚社所有土地組織變名為本學田,四十一年八月七日新竹縣政府,無限期,164165.00,1,0900503,0921224,,,,,,,,,,,,,,,,
090法登他000036,1,2,謝怜聰,269,0900503,0900503,0900504,10冊43頁,1,0,朱雲乾,財團法人國立新竹高級工業職業學校文教基金會,0820902,臺灣省新竹市中華路二段二號,協助國立新竹高級工業職業學校改善環境、發展校務、獎勵教師研究進修、促進學生及在學之校友敦品勵學。,本校校友、家長、公司行號及熱心教育人士自由捐助,八十二年七月二十八日臺灣省政府教育廳,永久,7500000.00,1,0900503,0900507,0900507,,,,,,,,,,,章程變更：捐助章程第一條法人名稱變更。,,,,
090法登他000037,1,2,謝怜聰,340,0900516,0900516,0900517,12冊14頁,1,2,高震東,財團法人忠信文教基金會,0851022,新竹縣新豐鄉忠信街一七八號,協助忠信高級工商職業學校改善與發展教育環境,忠信高級工商校友、家長、公司行號及熱心校友捐助,新竹縣政府八十五年十月九日,永久,29650000.00,1,0900516,0921224,,,,,,,,,,,,章程變更：捐助章程第六條業經本院八十八年度法字九號裁定變更。,,,,
090法登他000038,1,2,謝怜聰,305,0900516,0900516,0900517,11冊29頁,2,3,鄧啟福,財團法人交通大學電信工程發展文教基金會,0840412,新竹市大學路一００一號工四館八一九室,結合交通大學電信工程學系系友及電信事業發展有意願之人士及企業之力量，以促進電信與通訊產業之升級，及通訊工程與技術之發展與服務。,交通大學電信工程系系友捐款,新竹市政府教育局八四府教社字第一三一四五號八十四年二月廿七日,永久,2000000.00,1,0900516,0921224,,,,,,,,,,,,,,,,
090法登他000039,1,2,謝怜聰,54,0900601,0900601,0900601,4冊47頁,2,10,劉獻堂,財團法人台灣省新竹縣私立上智國民小學,0500826,新竹縣竹東鎮東寧路三段二０五號,配合政府教育政謀其健全發展為國培育有用人才,由財團法人天主教耶穌孝女會捐助。,五十年八月二十五日新竹縣政府,"永 久",229626501.00,1,0900601,0900605,0900605,,,,,,,,,,,"章程變更：捐助章程第八條修訂為：本財團法人解散清算後，所剩財產可
　　　　　歸屬財團法人天主教耶穌孝女會作為辦理教育事業之用。",,,,
090法登他000041,1,2,謝怜聰,81,0900611,0900611,0900612,6冊27頁,1,13,魏雲杰,財團法人台灣省新竹縣私立義民高級中學,0541211,新竹縣竹北市中正西路十五號,以實施三民主義教育，培養忠國家、愛民族、思想純正之優秀青年，並謀其發展為目的,由竹北市公所及財團法人褒忠亭義民中學財團捐助,中華民國五十四年十月二十七日,"永  久",196634839.00,1,0900611,0900614,0900614,,,,,,,,,,,,,,,
090法登他000042,1,2,謝怜聰,173,0900615,0900615,0900616,8冊81頁,2,6,曾鑑杰,財團法人台灣省新竹縣橫山鄉九讚頭國王宮,0700220,新竹縣橫山鄉新興村新興街六二巷六號,奉祀三山國王為主神。並供奉諸神像以宏揚教義，敦睦信徒，增進友誼，提倡培養國民道德。匡人心闡揚善良風氣為主旨。,承接原九讚頭國王宮所有基地及廟宇建築物,六十九年九月十三日新竹縣政府,永久性存立,1143465.00,1,0900615,0900620,0900620,,,,,,,,,,,,,,,
090法登他000043,1,2,謝怜聰,158,0900621,0900621,0900622,8冊16頁,2,5,陳歐煥生,財團法人台灣省新竹市宏宗聖堂道學院,0640913,新竹市長安街九十九之二號,以闡揚中華固有道德文化及提倡社會公益事業,捐助,六十四年九月二日新竹縣政府,永久,32588165.00,1,0900621,0900626,0900626,,,,,,,,,,,,,,,
090法登他000044,1,2,謝怜聰,370,0900718,0900718,0900719,12冊44頁,2,2,陳國慈,財團法人台積電文教基金會,0870525,新竹科學工業園區園區三路一二一號,以贊助各項獎學金、講座、文藝活動、提昇人文精神為宗旨。,由台灣積體電路製造股份有限公司捐助,教育部87.04.20台社四字第八七０三九四五三號,永久,174780000.00,1,0900718,0900720,0900720,,,,,,,,,,,"章程變更：捐助章程第一、二、四、七、九、十、十一、十二、十三、
十四、十五條修訂。",,,,
090法登他000045,1,2,謝怜聰,205,0900720,0900720,0900723,9冊32頁,2,5,蔡永勳,財團法人台灣省私立香園紀念教養院,0780211,新竹縣湖口鄉中正路三段一一六號,推廣特殊教育、辦理智障少年之身心復健與職業技能教育,由董事長蔡永勳暨社會熱心人士捐助,七十八年一月十三日台灣省政府社會處,"永  久",102947540.00,1,0900720,0900724,0900724,,,,,,,,,,,,,,,
090法登他000046,1,2,謝怜聰,20,0900801,0900801,0900802,3冊5頁,2,6,陳文榮,財團法人天主教聖神傳教會,0450913,新竹市演藝路二十一號,協助當地主教辦理宗教慈善、教育、社會福利各項事業,天主教聖神傳教會馬總會捐助,四十五年九月一日新竹縣政府,無限期,69572000.00,1,0900801,0900805,0900805,,,,,,,,,,,,,,,
090法登他000047,1,2,謝怜聰,82,0900801,0900801,0900802,6冊22頁,2,11,王廣生,財團法人私立明新技術學院,0550104,新竹縣新豐鄉新興路一號,創辦私立明新技術學院並謀其發展,本財團之基金新台幣五百萬元由王宗山、李鴻超、郝立緒等捐助,五十五年三月四日教育部55高字二九八二核准學校立案,永久,2042228908.00,1,0900801,0921224,,,,,,,,,,,,,,,,
090法登他000048,1,2,謝怜聰,184,0900820,0900820,0900821,9冊9頁,1,5,白正龍,財團法人私立天主教華光智能發展中心,0740412,新竹縣關西鎮正義路一二六號,舉辦智障者特殊教育及職業訓練,由董事長葉由根捐助,七十四年三月十八日新竹縣政府八四府社福字第四七九二九號,無限期,29113251.00,1,0900820,0900823,0900823,,,,,,,,,,,,,,,
090法登他000049,1,2,謝怜聰,7,0900820,0900820,0900821,1冊21頁,1,3,郭根章,財團法人新竹學租財團,0830420,新竹市興南里五鄰西門街一四六號八樓,以辦理並資助教育事業為目的,以新竹市社會公益事業協會所有土地組織變名為本財團,四十一年七月二十一日新竹縣政府,"永  久",781905243.00,1,0900820,0921224,,,,,,,,,,,,,,,,
090法登他000050,1,2,謝怜聰,386,0900822,0900822,0900823,13冊10頁,1,0,董事長,財團法人立德健康休閒文教基金會,0880426,新竹市光華一街三十二號,以推動國人健康休閒及文化教育活動為宗旨。,捐助人捐助,教育部八十八年四月三日,"永  久",10000000.00,1,0900822,0900825,0900825,,,,,,,,,,,"章程變更:捐助章程第一條、第二條、第四條、第五條、第九條、第
            十一條、第十二條、第十三條、第十四條、第十五條及第
            十六條修訂。",,,,
090法登他000051,1,2,謝怜聰,359,0900823,0900823,0900824,12冊33頁,2,2,顏文一,財團法人唐榮文教公益基金會,0861204,新竹縣湖口鄉新興路四五八號,獎勵優秀從業人員，激勵社會人士。,由社會人士捐助,新竹縣政府八十六年十一月十九日府教社字第一二三二四號,"永  久",2630452.00,1,0900823,0900828,0900828,,,,,,,,,,,章程變更：捐助章程第六條修訂,,,,
090法登他000052,1,2,謝怜聰,154,0900906,0900906,0900907,8冊12頁,1,9,彭錦棟,財團法人新竹市彭氏祖祠,0640307,新竹市南寮里東大路三段四六七巷一號,"本會以奉祀開基始祖商賢大夫以錢鏗公暨歷代烈祖烈宗之神位,闡揚祖德、敦親睦族、追思祖德扶植後裔並宏揚復興中華文化為宗旨",由彭姓宗親捐助,六十四年一月八日新竹縣政府,"永  久",398119.00,1,0900906,0900910,0900910,,,,,,,,,,,"章程變更：捐助章程第一　、八、十一、十四、二十二條業經本院
             八十八年度法字第四號裁定變更。",,,,
090法登他000053,1,2,謝怜聰,43,0900906,0900906,0900907,4冊13頁,2,7,劉獻堂,財團法人台灣省新竹市私立曙光女子高級中學,0491006,設：新竹市北大路六十一號,辦理私立曙光女子高級中學，並謀求其發展,由天主教聖神修女傳教會捐助,四十九年十月四日台灣省政府教育廳,"永    久",307409608.00,1,0900906,0921224,,,,,,,,,,,,,,,,
090法登他000054,1,2,謝怜聰,53,0900928,0900928,0901002,6冊19頁,2,7,劉獻堂,財團法人臺灣省新竹市私立曙光國民小學,0500826,新竹市北大路七十號,辦理私立曙光國民小學，並謀其發展。,由天主教聖神修女傳教會捐助,五十年八月二十五日臺灣省教育廳,"永  久",125567938.55,1,0900928,0090104,0090104,,,,,,,,,,,,,,,
090法登他000055,1,2,謝怜聰,114,0901011,0901011,0901012,7冊22頁,2,11,周介石,財團法人新竹市私立新竹汽車客運股份有限公司汽車駕駛修護短期職業補習班,0600723,新竹市民族路二號,培養汽車駕駛修護人才為目的,捐助,六十年六月七日新竹市政府,"永   久",300000.00,1,0901011,0901207,0901207,,,,,,,,,,,,,,,
090法登他000056,1,2,謝怜聰,161,0901017,0901017,0901018,8冊19頁,2,6,陳中文,財團法人台灣省新竹市基督教改革宗長老會民族路教會,0661104,新竹市民族路一五八號,傳揚基督教義、辦理慈善公益及宗教教育事業等,捐助,六十六年六月二日新竹縣政府,"永  久",628361.00,1,0901017,0921224,,,,,,,,,,,,,,,,
090法登他000057,1,2,謝怜聰,15,0901026,0901026,0901029,2冊22頁,2,5,董事長,財團法人文林閣獎學財團,0411224,新竹縣芎林鄉文林村二七號文林閣內,舉辦教育事業辦理左列業務一、資助中等學校以上學行俱優之貧寒學二、獎勵關于學術有所發明與創造並致力研究其成績優良者三、其他月關教育事項四、有關文林閣之修建及祭祀事項,由文林閣及文昌嘗所有土地組織變名為本財團,四十一年三月二十七日新竹縣政府,"永  久",50623421.00,1,0901026,0901030,0901030,,,,,,,,,,,"章程變更：捐助章程第二、三、四、五、六、七、八、九、十、十一
             十二、十三、十四、十五、十六、十七、十八、十九、
             二十、二一、二三、二四條修訂。",,,,
090法登他000058,2,2,謝怜聰,418,0901106,0901106,0901107,13冊43頁,2,7,黃安南,社團法人新竹市黃姓宗親會,0890623,新竹市高峰路三二五巷八弄二八號,本會以宏揚祖德，敦睦宗誼，團結互助，扶植後進，發揚民族精神為宗旨。,會員會費等,新竹市政府　　七十二年五月十五日,永　　久,3650000.00,1,0901106,0901109,0901109,,,,,,,,,,,,,,,
090法登他000059,1,2,謝怜聰,48,0901108,0901108,0901109,6冊14頁,1,12,陳建中,財團法人臺灣省新竹市私立光復高級中學,0500110,新竹市光復路二段一五三號,"創辦臺灣省新竹市私立光復高級中學,並謀其發展為目的。",由李仲英捐助及其他有志者捐獻。,五十年一月十五日臺灣省政府教育廳,"永  久",767828712.00,1,0901108,0901114,0901114,,,,,,,,,,,,,,,
090法登他000060,1,2,謝怜聰,136,0901108,0901108,0901109,7冊44頁,1,9,"賴  緞",財團法人台灣省新竹縣私立東泰高級中學,0620425,新竹縣竹東鎮東峰路三四三號,以創辦新竹縣私立東泰高級中學並謀發展,捐助,六十二年四月二日台灣省政府教育廳,"永  久",243139102.00,1,0901108,0901116,0901116,,,,,,,,,,,法人圖記變更,,,,
090法登他000061,1,2,謝怜聰,442,0901114,0901104,0901105,14冊17頁,2,5,鄧啟福,財團法人交通大學同學會學術基金會,0901104,新竹市大學路一００一號,為熱心公益之校友及同學，為獎掖後進，幫助貧困同學，鼓勵向上而設立。,由校友捐助,台北市政府教育局　　七十二年四月二十五日,"永    久",19037499.00,1,0901114,0901123,0901123,,,,,,,,,,,,,,,
090法登他000062,1,2,謝怜聰,158,0901120,0901120,0901121,8冊16頁,1,5,陳歐煥生,財團法人台灣省新竹市宏宗聖堂道學院,0640913,新竹市長安街九十九之二號,以闡揚中華固有道德文化及提倡社會公益事業,捐助,六十四年九月二日新竹縣政府,永久,32588165.00,1,0901120,0901122,0901122,,,,,,,,,,,"章程變更：捐助章程第四、二十、二十二條修訂。增列第二十三、
             二十四條。原第二十三條列入第二十條。第二十四條
             修正為二十五條，以下各條次順移。",,,,
090法登他000063,1,2,謝怜聰,443,0901122,0901122,0901123,14冊18頁,2,5,鄧啟福,財團法人國立交通大學同學會教學基金會,0901122,新竹市東區大學路一００一號,以補助國立交通大學之教學經費，增進教師之研修與深造機會為目的,由國立交通大學同學會捐助,"教育部  六十二年十月十八日",永　　久,8903732.00,1,0901122,0901127,0901127,,,,,,,,,,,"章程變更：捐助章程第二、三、四、六、七、八、九、十、十一、
              十二、十三、十四、十五、十六、十七條定業經台北地
              方法院九十年度法字第二三八號裁定變更。",,,,
090法登他000064,1,2,謝怜聰,135,0901203,0901203,0901204,7冊43頁,1,9,陳茂基,財團法人台灣省新竹市私立世界高級工業家事職業學校,0620416,設台灣省新竹市光復路一段二五七號,"以創辦台灣省新竹市私立世界高級工業家事職業學校,並謀其發展。",捐助及補助,六十二年二月九日台灣省政府教育廳,"永  久",306057912.00,1,0901203,0901207,0901207,,,,,,,,,,,,,,,
090法登他000065,2,2,謝怜聰,344,0901205,0901205,0901206,12冊18頁,2,4,黃寶源,社團法人新竹市脊髓損傷者協會,0851209,新竹市愛文街二六巷四十號,本會以結合社會各界之力量，協助脊髓損傷者自立、自強，重新適應社會生活為宗旨。,捐助,新竹市84府社行字第三五八六三號新竹市政府八十四年四月三十日,永　　久,50000.00,1,0901205,0901207,0901207,,,,,,,,,,,,,,,
